MessageSize;DictFileSize;ChunkSize;ComputationTime
34;500000;25;2.891
34;500000;30;2.409
34;500000;35;2.063
34;500000;40;1.808
34;500000;45;1.605
34;500000;50;1.446
34;1000000;4;18.764
34;1000000;5;14.442
34;1000000;6;12.027
34;1000000;7;10.309
34;1000000;8;9.094
34;1000000;9;8.771
34;1000000;10;7.215
34;1000000;12;6.014
34;1000000;15;4.813
34;1000000;20;3.609
34;1000000;25;2.889
34;1000000;30;2.409
34;1000000;35;2.064
34;1000000;40;1.808
34;1000000;45;1.605
34;1000000;50;1.446
34;2000000;4;18.777
34;2000000;5;14.433
34;2000000;6;12.026
34;2000000;7;11.083
34;2000000;8;9.017
34;2000000;9;8.018
34;2000000;10;7.216
34;2000000;12;6.014
34;2000000;15;4.812
34;2000000;20;4.352
34;2000000;25;2.895
34;2000000;30;2.408
34;2000000;35;2.063
34;2000000;40;1.807
34;2000000;45;1.604
34;2000000;50;1.447
34;4000000;4;18.037
34;4000000;5;15.208
34;4000000;6;12.026
34;4000000;7;10.308
34;4000000;8;9.019
34;4000000;9;8.698
34;4000000;10;7.216
34;4000000;12;6.015
34;4000000;15;4.813
34;4000000;20;3.610
34;4000000;25;2.889
34;4000000;30;2.408
34;4000000;35;2.067
34;4000000;40;1.807
34;4000000;45;1.605
34;4000000;50;1.447
38;10000;4;13.110
38;10000;5;9.865
38;10000;6;8.195
38;10000;7;7.036
38;10000;8;6.145
38;10000;9;5.466
38;10000;10;4.918
38;10000;12;4.098
38;10000;15;3.281
38;10000;20;2.458
38;10000;25;1.969
38;10000;30;1.641
38;10000;35;1.404
38;10000;40;1.230
38;10000;45;1.095
38;10000;50;0.986
38;50000;4;20.137
38;50000;5;16.112
38;50000;6;13.425
38;50000;7;11.512
38;50000;8;10.072
38;50000;9;8.951
38;50000;10;8.056
38;50000;12;6.724
38;50000;15;5.378
38;50000;20;4.027
38;50000;25;3.224
38;50000;30;2.688
38;50000;35;2.301
38;50000;40;2.019
38;50000;45;1.793
38;50000;50;1.615
38;100000;4;20.219
38;100000;5;16.112
38;100000;6;13.427
38;100000;7;11.509
38;100000;8;10.067
38;100000;9;8.955
38;100000;10;8.056
38;100000;12;6.715
38;100000;15;5.374
38;100000;20;4.032
38;100000;25;3.224
38;100000;30;2.688
38;100000;35;2.301
38;100000;40;2.016
38;100000;45;1.793
38;100000;50;1.614
38;200000;4;20.213
38;200000;5;16.112
38;200000;6;13.424
38;200000;7;11.584
38;200000;8;10.069
38;200000;9;8.951
38;200000;10;8.056
38;200000;12;6.715
38;200000;15;5.374
38;200000;20;4.028
38;200000;25;3.225
38;200000;30;2.686
38;200000;35;2.302
38;200000;40;2.016
38;200000;45;1.796
38;200000;50;1.614
38;500000;4;20.138
38;500000;5;16.116
38;500000;6;13.436
38;500000;7;11.511
38;500000;8;10.069
38;500000;9;8.952
38;500000;10;8.058
38;500000;12;6.716
38;500000;15;5.373
38;500000;20;4.028
38;500000;25;3.224
38;500000;30;2.687
38;500000;35;2.303
38;500000;40;2.016
38;500000;45;1.793
38;500000;50;1.615
38;1000000;4;20.133
38;1000000;5;16.118
38;1000000;6;13.425
38;1000000;7;11.509
38;1000000;8;10.067
38;1000000;9;8.954
38;1000000;10;8.057
38;1000000;12;6.715
38;1000000;15;5.373
38;1000000;20;4.027
38;1000000;25;3.229
38;1000000;30;2.686
38;1000000;35;2.302
38;1000000;40;2.015
38;1000000;45;1.793
38;1000000;50;1.614
38;2000000;4;20.135
38;2000000;5;16.108
38;2000000;6;13.430
38;2000000;7;11.508
38;2000000;8;10.066
38;2000000;9;9.022
38;2000000;10;8.062
38;2000000;12;6.849
38;2000000;15;5.390
38;2000000;20;4.027
38;2000000;25;3.386
38;2000000;30;2.687
38;2000000;35;2.302
38;2000000;40;2.015
38;2000000;45;1.793
38;2000000;50;1.615
38;4000000;4;20.159
38;4000000;5;16.126
38;4000000;6;13.432
38;4000000;7;11.514
38;4000000;8;10.069
38;4000000;9;8.951
38;4000000;10;8.058
38;4000000;12;6.718
38;4000000;15;5.385
38;4000000;20;4.028
38;4000000;25;3.225
38;4000000;30;2.688
38;4000000;35;2.303
38;4000000;40;2.016
38;4000000;45;1.793
38;4000000;50;1.615
42;10000;4;13.585
42;10000;5;10.878
42;10000;6;9.055
42;10000;7;7.764
42;10000;8;6.790
42;10000;9;6.042
42;10000;10;5.435
42;10000;12;4.528
42;10000;15;3.624
42;10000;20;2.720
42;10000;25;2.175
42;10000;30;1.812
42;10000;35;1.554
42;10000;40;1.360
42;10000;45;1.207
42;10000;50;1.089
42;50000;4;22.257
42;50000;5;17.802
42;50000;6;14.837
42;50000;7;12.719
42;50000;8;11.126
42;50000;9;9.893
42;50000;10;8.983
42;50000;12;7.418
42;50000;15;5.936
42;50000;20;4.454
42;50000;25;3.564
42;50000;30;2.969
42;50000;35;2.550
42;50000;40;2.226
42;50000;45;1.979
42;50000;50;1.785
42;100000;4;22.254
42;100000;5;17.808
42;100000;6;14.835
42;100000;7;12.714
42;100000;8;11.131
42;100000;9;9.892
42;100000;10;8.903
42;100000;12;7.417
42;100000;15;5.936
42;100000;20;4.453
42;100000;25;3.564
42;100000;30;2.968
42;100000;35;2.545
42;100000;40;2.227
42;100000;45;1.979
42;100000;50;1.783
42;200000;4;22.313
42;200000;5;17.810
42;200000;6;14.838
42;200000;7;12.716
42;200000;8;11.125
42;200000;9;9.894
42;200000;10;8.904
42;200000;12;7.418
42;200000;15;5.936
42;200000;20;4.453
42;200000;25;3.564
42;200000;30;2.969
42;200000;35;2.547
42;200000;40;2.227
42;200000;45;1.979
42;200000;50;1.785
42;500000;4;22.260
42;500000;5;17.804
42;500000;6;14.836
42;500000;7;12.714
42;500000;8;11.125
42;500000;9;9.896
42;500000;10;8.904
42;500000;12;7.418
42;500000;15;5.936
42;500000;20;4.530
42;500000;25;3.568
42;500000;30;2.969
42;500000;35;2.547
42;500000;40;2.226
42;500000;45;1.979
42;500000;50;1.785
42;1000000;4;22.256
42;1000000;5;17.804
42;1000000;6;14.913
42;1000000;7;12.716
42;1000000;8;11.126
42;1000000;9;9.893
42;1000000;10;8.904
42;1000000;12;7.417
42;1000000;15;5.935
42;1000000;20;4.457
42;1000000;25;3.567
42;1000000;30;2.968
42;1000000;35;2.545
42;1000000;40;2.226
42;1000000;45;1.979
42;1000000;50;1.784
42;2000000;4;22.258
42;2000000;5;17.803
42;2000000;6;14.842
42;2000000;7;12.716
42;2000000;8;11.130
42;2000000;9;9.892
42;2000000;10;8.905
42;2000000;12;7.418
42;2000000;15;5.936
42;2000000;20;4.454
42;2000000;25;3.563
42;2000000;30;2.968
42;2000000;35;2.545
42;2000000;40;2.227
42;2000000;45;1.979
42;2000000;50;1.785
42;4000000;4;22.265
42;4000000;5;17.806
42;4000000;6;14.845
42;4000000;7;12.720
42;4000000;8;11.128
42;4000000;9;9.894
42;4000000;10;8.905
42;4000000;12;7.424
42;4000000;15;5.938
42;4000000;20;4.455
42;4000000;25;3.565
42;4000000;30;2.968
42;4000000;35;2.545
42;4000000;40;2.227
42;4000000;45;1.980
42;4000000;50;1.788
50;10000;4;16.172
50;10000;5;12.938
50;10000;6;10.782
50;10000;7;9.243
50;10000;8;8.163
50;10000;9;7.192
50;10000;10;6.469
50;10000;12;5.392
50;10000;15;4.313
50;10000;20;3.234
50;10000;25;2.588
50;10000;30;2.157
50;10000;35;1.850
50;10000;40;1.618
50;10000;45;1.440
50;10000;50;1.293
50;50000;4;26.491
50;50000;5;21.198
50;50000;6;17.663
50;50000;7;15.144
50;50000;8;13.246
50;50000;9;11.776
50;50000;10;10.601
50;50000;12;8.833
50;50000;15;7.065
50;50000;20;5.298
50;50000;25;4.238
50;50000;30;3.535
50;50000;35;3.031
50;50000;40;2.649
50;50000;45;2.356
50;50000;50;2.119
50;100000;4;26.565
50;100000;5;21.201
50;100000;6;17.662
50;100000;7;15.144
50;100000;8;13.249
50;100000;9;11.778
50;100000;10;10.596
50;100000;12;8.838
50;100000;15;7.065
50;100000;20;5.298
50;100000;25;4.240
50;100000;30;3.534
50;100000;35;3.030
50;100000;40;2.651
50;100000;45;2.357
50;100000;50;2.119
50;200000;4;26.496
50;200000;5;21.195
50;200000;6;17.664
50;200000;7;15.141
50;200000;8;13.246
50;200000;9;11.780
50;200000;10;10.597
50;200000;12;8.834
50;200000;15;7.066
50;200000;20;5.298
50;200000;25;4.241
50;200000;30;3.535
50;200000;35;3.029
50;200000;40;2.650
50;200000;45;2.355
50;200000;50;2.119
50;500000;4;26.496
50;500000;5;21.192
50;500000;6;17.748
50;500000;7;15.140
50;500000;8;13.257
50;500000;9;11.777
50;500000;10;10.601
50;500000;12;8.836
50;500000;15;7.065
50;500000;20;5.298
50;500000;25;4.239
50;500000;30;3.540
50;500000;35;3.031
50;500000;40;2.653
50;500000;45;2.355
50;500000;50;2.119
50;1000000;4;26.492
50;1000000;5;21.190
50;1000000;6;17.664
50;1000000;7;15.141
50;1000000;8;13.245
50;1000000;9;11.774
50;1000000;10;10.598
50;1000000;12;8.909
50;1000000;15;7.066
50;1000000;20;5.299
50;1000000;25;4.238
50;1000000;30;3.536
50;1000000;35;3.032
50;1000000;40;2.649
50;1000000;45;2.355
50;1000000;50;2.119
50;2000000;4;26.525
50;2000000;5;21.199
50;2000000;6;17.665
50;2000000;7;15.140
50;2000000;8;13.245
50;2000000;9;11.776
50;2000000;10;10.599
50;2000000;12;8.832
50;2000000;15;7.065
50;2000000;20;5.298
50;2000000;25;4.239
50;2000000;30;3.535
50;2000000;35;3.030
50;2000000;40;2.649
50;2000000;45;2.355
50;2000000;50;2.119
50;4000000;4;26.512
50;4000000;5;21.202
50;4000000;6;17.666
50;4000000;7;15.149
50;4000000;8;13.247
50;4000000;9;11.785
50;4000000;10;10.599
50;4000000;12;8.836
50;4000000;15;7.066
50;4000000;20;5.299
50;4000000;25;4.239
50;4000000;30;3.536
50;4000000;35;3.030
50;4000000;40;2.651
50;4000000;45;2.355
50;4000000;50;2.121
4;10000;4;1.314
4;10000;5;1.050
4;10000;6;0.906
4;10000;7;0.767
4;10000;8;0.658
4;10000;9;0.582
4;10000;10;0.526
4;10000;12;0.435
4;10000;15;0.350
4;10000;20;0.262
4;10000;25;0.209
4;10000;30;0.176
4;10000;35;0.153
4;10000;40;0.135
4;10000;45;0.118
4;10000;50;0.104
4;50000;4;2.139
4;50000;5;1.708
4;50000;6;1.423
4;50000;7;1.220
4;50000;8;1.065
4;50000;9;0.951
4;50000;10;0.853
4;50000;12;0.710
4;50000;15;0.570
4;50000;20;0.428
4;50000;25;0.341
4;50000;30;0.292
4;50000;35;0.248
4;50000;40;0.217
4;50000;45;0.193
4;50000;50;0.170
4;100000;4;2.142
4;100000;5;1.713
4;100000;6;1.439
4;100000;7;1.227
4;100000;8;1.069
4;100000;9;0.953
4;100000;10;0.860
4;100000;12;0.718
4;100000;15;0.579
4;100000;20;0.432
4;100000;25;0.344
4;100000;30;0.290
4;100000;35;0.245
4;100000;40;0.216
4;100000;45;0.192
4;100000;50;0.170
4;200000;4;2.149
4;200000;5;1.717
4;200000;6;1.431
4;200000;7;1.226
4;200000;8;1.068
4;200000;9;0.955
4;200000;10;0.856
4;200000;12;0.718
4;200000;15;0.576
4;200000;20;0.429
4;200000;25;0.342
4;200000;30;0.287
4;200000;35;0.245
4;200000;40;0.221
4;200000;45;0.191
4;200000;50;0.170
4;500000;4;2.148
4;500000;5;1.716
4;500000;6;1.437
4;500000;7;1.230
4;500000;8;1.076
4;500000;9;0.956
4;500000;10;0.864
4;500000;12;0.732
4;500000;15;0.579
4;500000;20;0.434
4;500000;25;0.341
4;500000;30;0.286
4;500000;35;0.250
4;500000;40;0.216
4;500000;45;0.192
4;500000;50;0.170
4;1000000;4;2.148
4;1000000;5;1.720
4;1000000;6;1.434
4;1000000;7;1.260
4;1000000;8;1.068
4;1000000;9;0.955
4;1000000;10;0.856
4;1000000;12;0.714
4;1000000;15;0.573
4;1000000;20;0.429
4;1000000;25;0.341
4;1000000;30;0.287
4;1000000;35;0.245
4;1000000;40;0.216
4;1000000;45;0.191
4;1000000;50;0.171
4;2000000;4;2.163
4;2000000;5;1.730
4;2000000;6;1.445
4;2000000;7;1.242
4;2000000;8;1.068
4;2000000;9;0.952
4;2000000;10;0.864
4;2000000;12;0.733
4;2000000;15;0.577
4;2000000;20;0.437
4;2000000;25;0.346
4;2000000;30;0.289
4;2000000;35;0.252
4;2000000;40;0.217
4;2000000;45;0.193
4;2000000;50;0.173
4;4000000;4;2.145
4;4000000;5;1.714
4;4000000;6;1.446
4;4000000;7;1.226
4;4000000;8;1.069
4;4000000;9;0.960
4;4000000;10;0.855
4;4000000;12;0.799
4;4000000;15;0.575
4;4000000;20;0.435
4;4000000;25;0.342
4;4000000;30;0.286
4;4000000;35;0.246
4;4000000;40;0.217
4;4000000;45;0.191
4;4000000;50;0.170
8;10000;4;2.703
8;10000;5;2.155
8;10000;6;1.799
8;10000;7;1.498
8;10000;8;1.304
8;10000;9;1.166
8;10000;10;1.050
8;10000;12;0.873
8;10000;15;0.696
8;10000;20;0.521
8;10000;25;0.417
8;10000;30;0.348
8;10000;35;0.299
8;10000;40;0.262
8;10000;45;0.234
8;10000;50;0.211
8;50000;4;4.325
8;50000;5;3.425
8;50000;6;2.847
8;50000;7;2.439
8;50000;8;2.207
8;50000;9;1.987
8;50000;10;1.793
8;50000;12;1.460
8;50000;15;1.152
8;50000;20;0.859
8;50000;25;0.689
8;50000;30;0.574
8;50000;35;0.501
8;50000;40;0.432
8;50000;45;0.391
8;50000;50;0.344
8;100000;4;4.285
8;100000;5;3.488
8;100000;6;2.891
8;100000;7;2.466
8;100000;8;2.140
8;100000;9;1.900
8;100000;10;1.714
8;100000;12;1.442
8;100000;15;1.208
8;100000;20;0.858
8;100000;25;0.725
8;100000;30;0.587
8;100000;35;0.494
8;100000;40;0.434
8;100000;45;0.382
8;100000;50;0.341
8;200000;4;4.329
8;200000;5;3.533
8;200000;6;3.018
8;200000;7;2.512
8;200000;8;2.154
8;200000;9;1.901
8;200000;10;1.706
8;200000;12;1.424
8;200000;15;1.155
8;200000;20;0.853
8;200000;25;0.682
8;200000;30;0.579
8;200000;35;0.503
8;200000;40;0.435
8;200000;45;0.383
8;200000;50;0.344
8;500000;4;4.274
8;500000;5;3.438
8;500000;6;2.858
8;500000;7;2.442
8;500000;8;2.135
8;500000;9;1.902
8;500000;10;1.710
8;500000;12;1.424
8;500000;15;1.142
8;500000;20;0.855
8;500000;25;0.684
8;500000;30;0.569
8;500000;35;0.491
8;500000;40;0.428
8;500000;45;0.382
8;500000;50;0.344
8;1000000;4;4.282
8;1000000;5;3.418
8;1000000;6;2.847
8;1000000;7;2.439
8;1000000;8;2.128
8;1000000;9;1.896
8;1000000;10;1.705
8;1000000;12;1.421
8;1000000;15;1.138
8;1000000;20;0.853
8;1000000;25;0.682
8;1000000;30;0.570
8;1000000;35;0.490
8;1000000;40;0.428
8;1000000;45;0.382
8;1000000;50;0.341
8;2000000;4;4.272
8;2000000;5;3.416
8;2000000;6;2.844
8;2000000;7;2.435
8;2000000;8;2.128
8;2000000;9;1.895
8;2000000;10;1.704
8;2000000;12;1.420
8;2000000;15;1.138
8;2000000;20;0.853
8;2000000;25;0.681
8;2000000;30;0.569
8;2000000;35;0.491
8;2000000;40;0.427
8;2000000;45;0.383
8;2000000;50;0.341
8;4000000;4;4.272
8;4000000;5;3.426
8;4000000;6;2.850
8;4000000;7;2.441
8;4000000;8;2.127
8;4000000;9;1.897
8;4000000;10;1.704
8;4000000;12;1.422
8;4000000;15;1.139
8;4000000;20;0.852
8;4000000;25;0.682
8;4000000;30;0.571
8;4000000;35;0.490
8;4000000;40;0.428
8;4000000;45;0.383
8;4000000;50;0.341
10;10000;4;3.259
10;10000;5;2.599
10;10000;6;2.167
10;10000;7;1.858
10;10000;8;1.623
10;10000;9;1.444
10;10000;10;1.298
10;10000;12;1.083
10;10000;15;0.869
10;10000;20;0.650
10;10000;25;0.520
10;10000;30;0.434
10;10000;35;0.374
10;10000;40;0.324
10;10000;45;0.289
10;10000;50;0.262
10;50000;4;5.327
10;50000;5;4.270
10;50000;6;3.549
10;50000;7;3.041
10;50000;8;2.661
10;50000;9;2.364
10;50000;10;2.128
10;50000;12;1.775
10;50000;15;1.421
10;50000;20;1.065
10;50000;25;0.852
10;50000;30;0.711
10;50000;35;0.612
10;50000;40;0.532
10;50000;45;0.474
10;50000;50;0.427
10;100000;4;5.342
10;100000;5;4.273
10;100000;6;3.552
10;100000;7;3.042
10;100000;8;2.682
10;100000;9;2.397
10;100000;10;2.128
10;100000;12;1.776
10;100000;15;1.421
10;100000;20;1.063
10;100000;25;0.853
10;100000;30;0.711
10;100000;35;0.610
10;100000;40;0.533
10;100000;45;0.473
10;100000;50;0.431
10;200000;4;5.340
10;200000;5;4.271
10;200000;6;3.551
10;200000;7;3.042
10;200000;8;2.661
10;200000;9;2.364
10;200000;10;2.127
10;200000;12;1.774
10;200000;15;1.422
10;200000;20;1.063
10;200000;25;0.853
10;200000;30;0.711
10;200000;35;0.611
10;200000;40;0.533
10;200000;45;0.473
10;200000;50;0.429
10;500000;4;5.339
10;500000;5;4.266
10;500000;6;3.553
10;500000;7;3.044
10;500000;8;2.661
10;500000;9;2.365
10;500000;10;2.127
10;500000;12;1.775
10;500000;15;1.431
10;500000;20;1.063
10;500000;25;0.853
10;500000;30;0.710
10;500000;35;0.611
10;500000;40;0.533
10;500000;45;0.475
10;500000;50;0.429
10;1000000;4;5.337
10;1000000;5;4.269
10;1000000;6;3.554
10;1000000;7;3.043
10;1000000;8;2.661
10;1000000;9;2.364
10;1000000;10;2.127
10;1000000;12;1.776
10;1000000;15;1.422
10;1000000;20;1.065
10;1000000;25;0.853
10;1000000;30;0.711
10;1000000;35;0.629
10;1000000;40;0.531
10;1000000;45;0.475
10;1000000;50;0.427
10;2000000;4;5.331
10;2000000;5;4.262
10;2000000;6;3.551
10;2000000;7;3.044
10;2000000;8;2.660
10;2000000;9;2.365
10;2000000;10;2.131
10;2000000;12;1.775
10;2000000;15;1.421
10;2000000;20;1.063
10;2000000;25;0.852
10;2000000;30;0.713
10;2000000;35;0.611
10;2000000;40;0.533
10;2000000;45;0.474
10;2000000;50;0.428
10;4000000;4;5.336
10;4000000;5;4.268
10;4000000;6;3.566
10;4000000;7;3.042
10;4000000;8;2.660
10;4000000;9;2.364
10;4000000;10;2.127
10;4000000;12;1.775
10;4000000;15;1.422
10;4000000;20;1.063
10;4000000;25;0.853
10;4000000;30;0.711
10;4000000;35;0.611
10;4000000;40;0.531
10;4000000;45;0.473
10;4000000;50;0.428
12;10000;4;3.898
12;10000;5;3.127
12;10000;6;2.597
12;10000;7;2.227
12;10000;8;1.949
12;10000;9;1.733
12;10000;10;1.559
12;10000;12;1.298
12;10000;15;1.040
12;10000;20;0.780
12;10000;25;0.624
12;10000;30;0.519
12;10000;35;0.447
12;10000;40;0.390
12;10000;45;0.348
12;10000;50;0.311
12;50000;4;6.388
12;50000;5;5.108
12;50000;6;4.257
12;50000;7;3.647
12;50000;8;3.192
12;50000;9;2.839
12;50000;10;2.555
12;50000;12;2.134
12;50000;15;1.704
12;50000;20;1.286
12;50000;25;1.022
12;50000;30;0.859
12;50000;35;0.732
12;50000;40;0.640
12;50000;45;0.569
12;50000;50;0.511
12;100000;4;6.404
12;100000;5;5.116
12;100000;6;4.256
12;100000;7;3.648
12;100000;8;3.190
12;100000;9;2.839
12;100000;10;2.556
12;100000;12;2.127
12;100000;15;1.706
12;100000;20;1.279
12;100000;25;1.026
12;100000;30;0.853
12;100000;35;0.732
12;100000;40;0.640
12;100000;45;0.570
12;100000;50;0.511
12;200000;4;6.405
12;200000;5;5.115
12;200000;6;4.256
12;200000;7;3.651
12;200000;8;3.192
12;200000;9;2.838
12;200000;10;2.561
12;200000;12;2.127
12;200000;15;1.704
12;200000;20;1.280
12;200000;25;1.022
12;200000;30;0.853
12;200000;35;0.732
12;200000;40;0.640
12;200000;45;0.570
12;200000;50;0.512
12;500000;4;6.406
12;500000;5;5.118
12;500000;6;4.256
12;500000;7;3.654
12;500000;8;3.190
12;500000;9;2.839
12;500000;10;2.557
12;500000;12;2.127
12;500000;15;1.710
12;500000;20;1.279
12;500000;25;1.022
12;500000;30;0.853
12;500000;35;0.732
12;500000;40;0.641
12;500000;45;0.569
12;500000;50;0.512
12;1000000;4;6.402
12;1000000;5;5.119
12;1000000;6;4.255
12;1000000;7;3.648
12;1000000;8;3.192
12;1000000;9;2.839
12;1000000;10;2.555
12;1000000;12;2.210
12;1000000;15;1.708
12;1000000;20;1.286
12;1000000;25;1.037
12;1000000;30;0.865
12;1000000;35;0.733
12;1000000;40;0.642
12;1000000;45;0.570
12;1000000;50;0.511
12;2000000;4;6.423
12;2000000;5;5.125
12;2000000;6;4.259
12;2000000;7;3.654
12;2000000;8;3.199
12;2000000;9;2.842
12;2000000;10;2.556
12;2000000;12;2.128
12;2000000;15;1.704
12;2000000;20;1.280
12;2000000;25;1.022
12;2000000;30;0.853
12;2000000;35;0.732
12;2000000;40;0.639
12;2000000;45;0.569
12;2000000;50;0.512
12;4000000;4;6.415
12;4000000;5;5.118
12;4000000;6;4.255
12;4000000;7;3.650
12;4000000;8;3.192
12;4000000;9;2.840
12;4000000;10;2.558
12;4000000;12;2.128
12;4000000;15;1.705
12;4000000;20;1.284
12;4000000;25;1.022
12;4000000;30;0.853
12;4000000;35;0.732
12;4000000;40;0.640
12;4000000;45;0.569
12;4000000;50;0.512
14;10000;4;4.547
14;10000;5;3.638
14;10000;6;3.031
14;10000;7;2.605
14;10000;8;2.272
14;10000;9;2.022
14;10000;10;1.821
14;10000;12;1.517
14;10000;15;1.214
14;10000;20;0.916
14;10000;25;0.728
14;10000;30;0.607
14;10000;35;0.521
14;10000;40;0.467
14;10000;45;0.406
14;10000;50;0.366
14;50000;4;7.446
14;50000;5;5.962
14;50000;6;4.966
14;50000;7;4.265
14;50000;8;3.728
14;50000;9;3.313
14;50000;10;2.980
14;50000;12;2.484
14;50000;15;1.987
14;50000;20;1.493
14;50000;25;1.192
14;50000;30;0.994
14;50000;35;0.852
14;50000;40;0.748
14;50000;45;0.665
14;50000;50;0.600
14;100000;4;7.472
14;100000;5;5.980
14;100000;6;4.965
14;100000;7;4.256
14;100000;8;3.724
14;100000;9;3.313
14;100000;10;2.981
14;100000;12;2.487
14;100000;15;1.987
14;100000;20;1.493
14;100000;25;1.194
14;100000;30;0.994
14;100000;35;0.853
14;100000;40;0.750
14;100000;45;0.665
14;100000;50;0.599
14;200000;4;7.473
14;200000;5;5.977
14;200000;6;4.968
14;200000;7;4.255
14;200000;8;3.726
14;200000;9;3.316
14;200000;10;2.986
14;200000;12;2.485
14;200000;15;1.987
14;200000;20;1.492
14;200000;25;1.193
14;200000;30;0.994
14;200000;35;0.852
14;200000;40;0.749
14;200000;45;0.666
14;200000;50;0.598
14;500000;4;7.481
14;500000;5;5.981
14;500000;6;4.968
14;500000;7;4.256
14;500000;8;3.726
14;500000;9;3.312
14;500000;10;2.981
14;500000;12;2.488
14;500000;15;1.987
14;500000;20;1.491
14;500000;25;1.193
14;500000;30;0.994
14;500000;35;0.852
14;500000;40;0.752
14;500000;45;0.666
14;500000;50;0.599
14;1000000;4;7.475
14;1000000;5;5.978
14;1000000;6;4.967
14;1000000;7;4.258
14;1000000;8;3.729
14;1000000;9;3.320
14;1000000;10;2.980
14;1000000;12;2.488
14;1000000;15;1.988
14;1000000;20;1.493
14;1000000;25;1.193
14;1000000;30;0.994
14;1000000;35;0.852
14;1000000;40;0.749
14;1000000;45;0.666
14;1000000;50;0.599
14;2000000;4;7.478
14;2000000;5;5.969
14;2000000;6;4.988
14;2000000;7;4.260
14;2000000;8;3.727
14;2000000;9;3.317
14;2000000;10;2.980
14;2000000;12;2.492
14;2000000;15;1.991
14;2000000;20;1.493
14;2000000;25;1.193
14;2000000;30;0.994
14;2000000;35;0.852
14;2000000;40;0.748
14;2000000;45;0.664
14;2000000;50;0.599
14;4000000;4;7.475
14;4000000;5;5.972
14;4000000;6;4.967
14;4000000;7;4.256
14;4000000;8;3.838
14;4000000;9;3.319
14;4000000;10;3.035
14;4000000;12;2.500
14;4000000;15;1.990
14;4000000;20;1.492
14;4000000;25;1.193
14;4000000;30;0.994
14;4000000;35;0.852
14;4000000;40;0.749
14;4000000;45;0.665
14;4000000;50;0.599
18;10000;4;5.848
18;10000;5;4.679
18;10000;6;3.898
18;10000;7;3.342
18;10000;8;2.925
18;10000;9;2.601
18;10000;10;2.338
18;10000;12;1.948
18;10000;15;1.560
18;10000;20;1.169
18;10000;25;0.937
18;10000;30;0.782
18;10000;35;0.670
18;10000;40;0.586
18;10000;45;0.520
18;10000;50;0.469
18;50000;4;9.597
18;50000;5;7.666
18;50000;6;6.386
18;50000;7;5.471
18;50000;8;4.789
18;50000;9;4.255
18;50000;10;3.832
18;50000;12;3.198
18;50000;15;2.558
18;50000;20;1.920
18;50000;25;1.533
18;50000;30;1.280
18;50000;35;1.097
18;50000;40;0.961
18;50000;45;0.853
18;50000;50;0.768
18;100000;4;9.608
18;100000;5;7.676
18;100000;6;6.388
18;100000;7;5.472
18;100000;8;4.788
18;100000;9;4.261
18;100000;10;3.832
18;100000;12;3.190
18;100000;15;2.566
18;100000;20;1.917
18;100000;25;1.534
18;100000;30;1.283
18;100000;35;1.097
18;100000;40;0.960
18;100000;45;0.852
18;100000;50;0.769
18;200000;4;9.605
18;200000;5;7.666
18;200000;6;6.388
18;200000;7;5.477
18;200000;8;4.793
18;200000;9;4.255
18;200000;10;3.833
18;200000;12;3.192
18;200000;15;2.555
18;200000;20;1.918
18;200000;25;1.534
18;200000;30;1.281
18;200000;35;1.097
18;200000;40;0.960
18;200000;45;0.852
18;200000;50;0.773
18;500000;4;9.607
18;500000;5;7.680
18;500000;6;6.388
18;500000;7;5.473
18;500000;8;4.793
18;500000;9;4.255
18;500000;10;3.832
18;500000;12;3.191
18;500000;15;2.556
18;500000;20;1.916
18;500000;25;1.533
18;500000;30;1.280
18;500000;35;1.097
18;500000;40;0.960
18;500000;45;0.853
18;500000;50;0.770
18;1000000;4;9.613
18;1000000;5;7.668
18;1000000;6;6.385
18;1000000;7;5.475
18;1000000;8;4.794
18;1000000;9;4.258
18;1000000;10;3.832
18;1000000;12;3.192
18;1000000;15;2.556
18;1000000;20;1.916
18;1000000;25;1.534
18;1000000;30;1.279
18;1000000;35;1.097
18;1000000;40;0.960
18;1000000;45;0.854
18;1000000;50;0.769
18;2000000;4;9.610
18;2000000;5;7.666
18;2000000;6;6.392
18;2000000;7;5.475
18;2000000;8;4.791
18;2000000;9;4.256
18;2000000;10;3.838
18;2000000;12;3.191
18;2000000;15;2.555
18;2000000;20;1.916
18;2000000;25;1.533
18;2000000;30;1.281
18;2000000;35;1.098
18;2000000;40;0.961
18;2000000;45;0.852
18;2000000;50;0.770
18;4000000;4;9.633
18;4000000;5;7.677
18;4000000;6;6.561
18;4000000;7;5.516
18;4000000;8;4.914
18;4000000;9;5.525
18;4000000;10;3.884
18;4000000;12;3.190
18;4000000;15;2.550
18;4000000;20;1.911
18;4000000;25;1.531
18;4000000;30;1.278
18;4000000;35;1.093
18;4000000;40;0.958
18;4000000;45;0.850
18;4000000;50;0.767
22;10000;4;9.033
22;10000;5;5.945
22;10000;6;5.070
22;10000;7;4.332
22;10000;8;3.590
22;10000;9;3.176
22;10000;10;2.887
22;10000;12;2.432
22;10000;15;1.918
22;10000;20;1.450
22;10000;25;1.175
22;10000;30;1.005
22;10000;35;0.877
22;10000;40;0.763
22;10000;45;0.637
22;10000;50;0.577
22;50000;4;12.048
22;50000;5;9.402
22;50000;6;7.849
22;50000;7;6.721
